year,kind,rating,vote,runtime,genre1,genre2,country1,country2,language1,language2,cast1,cast2,director1,director2,composer1,composer2,writer1,writer2
2001,3,4.9,472.0,89.0,1,7,4,67,16,110,488,4209,1510,139,420,762,2886,251
2002,1,6.5,3244.0,169.0,7,13,30,71,26,100,1194,543,3948,611,2013,620,2936,1194
1965,1,7.0,1656.0,182.0,0,7,37,71,33,110,1789,2838,2538,611,2507,762,4983,2040
2003,7,6.4,106.0,92.0,2,8,62,71,16,110,2220,559,3636,611,1195,762,1611,682
1968,1,5.3,2300.0,94.0,7,19,61,18,16,110,81,3531,1562,611,1504,762,217,3050
1998,1,5.1,874.0,102.0,0,24,62,71,16,110,4326,5335,2144,611,158,762,2614,3786
2005,1,7.6,349.0,45.0,6,27,62,71,16,110,1218,470,3373,100,2253,762,4765,3786
2002,1,5.9,736.0,91.0,7,27,23,71,20,110,1873,4212,2875,611,2512,762,3517,32
1993,7,3.9,4665.0,97.12636815920398,0,20,62,71,16,110,1324,250,2681,611,1942,762,4096,2290
2004,7,8.2,36.0,62.0,6,14,62,71,16,110,238,1312,784,611,151,762,4765,3786
1995,1,5.0,184.0,102.0,7,24,37,71,33,110,3383,4899,727,611,2188,762,854,482
1997,7,4.6,2092.0,112.0,4,8,62,71,16,110,2186,3289,1919,611,1817,762,2334,3786
1993,1,7.0,1995.0,210.0,7,19,23,71,20,110,705,1118,180,611,1985,762,3549,137
2004,1,6.1,5681.0,99.0,7,13,62,49,16,110,3845,2472,1706,388,2406,762,2084,2313
1964,4,7.0,207.0,165.0,2,0,37,71,16,110,3765,524,3923,611,2512,762,3342,2734
1996,4,8.1,7723.0,24.0,2,0,10,71,16,110,4154,1772,3923,611,2512,762,3561,1870
2000,4,7.6,23786.0,90.0,2,4,62,71,16,110,1051,1114,3923,611,2512,762,921,676
1999,2,7.4,20725.0,78.0,7,9,10,67,16,110,401,2940,3923,611,2512,762,4418,3786
1993,1,7.5,10345.0,33.0,2,0,37,71,33,110,489,3654,3532,611,2270,762,52,3400
1996,1,7.5,5886.0,109.0,5,7,37,71,33,110,2581,3657,3743,611,1199,762,4558,3786
2000,1,6.6,7664.0,74.0,3,7,23,66,16,110,1710,5498,3367,611,701,762,2064,3523
2005,4,7.7,46.0,25.0,6,12,61,71,16,110,1684,3724,3923,611,2512,762,1139,3786
2003,7,6.8,2052.0,85.0,2,4,62,71,16,110,3871,2354,1492,611,596,762,1251,244
2004,7,2.8,277.0,50.0,23,27,62,71,16,110,1384,1776,3341,611,545,762,4047,3786
2001,0,7.5,194.0,115.0,6,14,61,71,16,110,3892,5385,3821,611,2512,762,4765,3786
1992,3,6.2,224.0,103.0,7,24,62,71,16,110,3135,1368,2684,611,1037,762,3836,3786
1996,1,7.3,2702.0,30.0,5,7,10,71,16,34,1835,3481,1882,611,1793,762,3282,2454
1987,4,8.6,108100.0,145.0,0,1,62,71,16,55,3543,2717,3923,611,2512,762,1502,1131
2002,7,5.2,5990.0,86.0,0,25,62,22,16,45,4593,583,707,611,802,762,3220,597
2001,4,6.7,83.0,30.0,2,0,37,71,33,110,3441,633,3923,611,2512,762,4147,2053
2000,7,3.3,129.0,72.0,2,1,46,67,16,110,4421,792,663,611,1320,182,828,3786
2004,7,5.3,10.0,100.0,8,27,62,71,16,110,2608,5771,2130,589,2512,762,2462,1864
1979,4,7.7,1836.0,103.0160642570281,4,7,61,71,16,110,3890,220,3923,611,2512,762,3572,2675
1986,1,7.5,21828.0,109.0,0,5,27,71,7,60,2870,894,1947,611,1328,762,1751,3369
2005,7,4.1,1635.0,60.0,7,24,62,71,16,110,2661,155,2122,611,2355,762,1577,141
2001,2,8.6,2157.0,70.0,6,12,61,67,16,110,2563,5677,3923,611,2512,762,1509,3786
1999,3,3.6,381.0,83.0,0,24,10,71,16,110,696,4591,3559,611,641,762,3943,739
1988,1,7.3,19294.0,106.0,3,7,62,71,16,95,1308,1615,3135,611,459,762,3806,3518
1995,1,6.9,1146.0,97.0,4,19,27,71,7,60,2597,3254,1415,611,1532,762,3716,2235
2004,4,8.0,2340.0,120.0,2,7,37,71,16,52,2466,2697,3923,611,2512,762,141,2556
1999,1,7.4,2682.0,72.0,4,7,24,71,17,110,1145,973,3930,611,882,355,3275,3591
1970,1,7.1,2446.0,90.0,0,1,37,71,33,110,4239,392,2193,611,29,762,2675,1922
1987,3,9.0,23.0,42.0,4,27,62,71,16,110,2149,4007,3326,611,2512,762,4765,3786
2002,0,7.5,309.0,137.0,5,7,61,71,16,110,3694,852,3189,611,2125,762,1261,2171
1998,4,8.2,55.0,59.0,7,27,61,71,16,110,1977,1458,3923,611,2512,762,4134,3786
1976,1,5.1,4355.0,86.0,13,19,25,71,16,34,507,2326,2823,611,1847,762,3461,3786
2003,1,7.0,206.0,91.0,6,12,62,71,16,110,3813,5086,409,611,2512,762,491,3786
1971,1,5.7,1716.0,189.0,13,27,23,71,20,110,4111,2401,1672,611,6,762,3353,1566
1989,4,7.0,2251.0,30.0,8,9,61,71,16,110,4787,2722,3923,611,2512,762,561,395
2003,1,7.0,1386.0,200.0,7,19,10,71,16,110,1025,3763,1384,611,2512,762,1630,3786
2001,4,7.4,12627.0,30.0,7,19,10,71,16,110,4315,53,3923,611,2512,762,2689,2034
1960,1,6.9,1939.0,30.0,4,5,61,71,16,110,3649,1238,3278,611,1392,762,2357,2119
2001,1,8.0,80.0,50.0,0,27,62,71,16,110,3895,2479,3923,611,2512,762,4765,3786
1985,7,8.6,61.0,90.0,14,27,62,71,16,110,323,4739,1892,611,2512,762,4765,3786
1971,1,7.2,1478.0,112.0,0,1,37,21,33,60,4239,2535,2198,611,1032,762,2522,3406
2002,1,6.9,402.0,104.0,6,4,62,71,16,110,1996,5771,657,611,2512,762,1991,515
2004,4,7.1,1985.0,51.0,11,18,62,71,16,110,154,3573,3923,611,2512,762,4765,3786
1997,1,6.8,566.0,112.0,6,14,39,71,54,29,4872,1646,509,611,59,762,583,414
1993,0,8.8,110.0,93.0,7,27,62,71,16,110,3566,171,2204,611,2512,762,4522,724
1996,2,7.4,1940.0,104.0,7,12,62,71,16,110,2027,1751,3923,611,2512,762,1017,3786
1997,2,7.4,251.0,25.0,5,7,61,71,16,110,4025,2154,3923,611,2512,762,3204,2641
2004,1,6.1,234.0,90.0,7,4,30,71,16,42,4577,2865,2769,611,2194,712,3385,3786
1995,1,7.9,43.0,94.0,20,4,62,71,16,110,1609,937,326,611,1747,279,3626,3786
1998,7,8.9,66.0,99.0,6,14,62,71,16,110,1592,5771,3923,611,2512,762,4765,3786
2000,3,7.9,457.0,98.0,6,27,62,71,16,110,4600,5128,3210,611,179,762,3897,3786
1977,1,6.7,345.0,56.0,7,15,30,71,26,110,170,4509,1493,611,1052,762,439,1391
1996,1,7.0,3631.0,100.0,0,4,37,71,33,110,4254,3916,3737,611,422,762,1771,3553
1995,1,6.4,7744.0,54.0,5,7,62,71,16,110,868,2574,3413,611,421,762,4139,661
1991,3,7.2,128.0,88.0,6,8,10,71,20,29,1184,800,1164,242,2052,762,3280,1057
2000,1,6.8,2301.0,88.0,0,7,30,71,26,110,239,3422,3125,611,1,762,4795,1908
2001,4,4.7,2521.0,86.0,0,5,10,71,16,110,3511,3711,3923,611,2512,762,475,2428
1992,1,5.8,1884.0,90.0,5,7,62,71,16,110,1656,339,602,611,2496,762,4248,3166
1967,1,7.2,2713.0,109.0,3,7,56,71,55,25,3684,5333,362,611,2512,762,445,1704
1975,1,7.6,438.0,104.0,4,8,62,66,16,110,2181,1721,804,611,1202,762,3082,1803
1985,1,6.0,3819.0,85.0,4,7,62,71,16,110,4567,4682,366,611,1932,762,1959,1502
2004,3,5.6,330.0,76.0,18,27,23,71,20,110,4178,5076,2912,611,2512,762,3411,3786
2001,1,6.4,430.0,109.0,7,19,35,57,32,77,1860,810,1441,611,870,762,1376,949
1964,1,7.7,105.0,98.0,7,16,30,71,26,110,4115,5195,3707,611,2512,762,45,3786
2000,7,5.0,740.0,97.12636815920398,4,27,62,71,16,110,515,1104,3022,611,124,762,454,97
1976,1,7.1,2568.0,91.0,7,12,66,18,22,110,1291,681,4118,611,2512,762,5023,1311
1996,1,7.0,1984.0,4.0,7,12,55,29,54,110,179,5543,3934,611,1340,762,4781,3595
2003,1,7.2,290.0,175.0,6,14,62,71,16,110,648,720,530,611,2512,762,4765,3786
2002,1,6.6,85949.0,109.0,6,0,62,71,16,110,2341,401,1712,611,2198,762,2092,3279
2004,1,7.8,8555.0,102.0,0,5,30,71,26,110,3357,4525,3534,611,2194,664,4190,3131
1987,4,8.0,83.0,102.0,6,27,61,71,16,110,1489,2734,3923,611,2512,762,1410,3786
1999,4,6.1,73.0,75.0,2,0,37,71,62,110,2960,5417,3923,611,2512,762,4165,3106
2001,7,6.8,24.0,108.0,6,4,62,71,16,110,4844,3754,3923,611,487,762,4765,3786
2001,1,2.9,374.0,202.0,0,20,62,71,16,110,2412,5536,2738,611,2223,762,3734,3440
2000,1,7.2,13010.0,170.0,7,27,23,3,20,81,2447,5320,2638,611,860,762,3229,3786
1999,1,6.4,65364.0,50.0,1,3,23,13,16,58,3714,5185,2354,611,2643,762,190,2199
1999,3,7.0,6045.0,97.0,3,7,62,66,16,110,2787,2286,304,611,1216,762,2310,2879
1993,7,8.4,46.0,40.0,14,27,62,71,16,110,1737,5771,1759,611,2512,762,4765,3786
1992,0,8.2,548.0,128.0,4,20,62,71,16,110,4655,2577,1777,611,2512,762,2223,2419
1999,0,7.6,757.0,96.08333333333333,5,7,61,71,16,110,2309,1121,2994,611,1181,762,1155,425
1959,1,7.9,30077.0,30.0,7,19,23,30,20,52,1369,1489,51,611,846,215,3003,2271
1966,1,5.8,576.0,109.0,7,27,23,29,20,110,2011,3879,3361,611,1115,287,2029,3029
2001,1,7.4,344.0,97.0,6,3,33,71,16,110,3406,4382,3465,611,2512,762,4765,3786
1982,3,7.7,4551.0,60.0,0,7,61,71,16,110,279,2331,686,611,1828,762,4878,234
2002,1,5.5,7376.0,100.0,0,5,27,71,16,18,302,3433,3578,611,1390,376,2190,3786
2000,1,5.2,4307.0,101.0,4,7,30,71,26,110,4077,4415,3118,611,165,665,4129,3080
2000,0,7.8,278.0,66.0,7,27,62,9,16,110,2579,3288,2436,569,2512,762,1605,2268
1976,3,6.7,3281.0,114.0,0,7,62,71,16,34,3632,826,1531,611,575,762,352,3786
1977,1,6.5,18041.0,166.0,4,27,62,71,16,56,2961,4922,1898,611,2512,762,1030,1646
1966,1,6.5,4056.0,40.0,4,5,61,29,16,51,3649,5541,3963,611,320,535,3434,2568
2005,7,8.4,61.0,97.12636815920398,6,14,62,71,16,110,2137,3909,2287,611,2512,762,4765,3786
1965,1,6.6,4110.0,94.0,0,4,35,18,32,29,2920,5502,1068,611,1989,762,4015,3533
1994,2,8.5,288.0,94.0,6,27,61,71,16,110,1951,5157,3923,611,2512,762,1941,3786
1999,7,8.7,350.0,90.0,6,14,62,71,16,110,692,5114,2269,611,2512,762,4765,3786
1996,1,8.7,3163.0,237.0,6,4,62,71,16,110,1589,5771,3336,611,2512,762,1521,3786
2000,1,6.4,239.0,30.0,7,14,37,71,33,110,348,5092,45,611,2257,762,2623,3786
1964,1,8.4,467386.0,88.0,4,27,61,71,16,82,3649,1817,3596,611,1479,762,4387,3451
1999,1,7.9,17417.0,95.0,6,4,62,71,16,110,2981,5408,610,611,1754,762,4765,3786
1996,1,8.5,106.0,375.0,14,27,62,71,16,110,2189,395,1236,611,2512,762,4765,3786
2001,3,8.6,505.0,114.0,0,2,10,71,16,34,4206,1865,1289,611,2111,762,1491,1124
1979,4,8.0,127.0,43.0,4,7,61,71,16,110,1829,865,3923,611,2512,762,260,2771
2001,1,7.6,1040.0,97.0,6,14,62,71,16,110,597,5070,2518,611,2512,762,4765,3786
1988,1,3.8,305.0,228.0,0,7,52,71,16,110,4468,2824,131,611,1350,762,3576,1029
2004,7,4.2,855.0,97.12636815920398,4,8,10,71,16,110,3900,1326,3329,611,282,762,256,3002
1979,1,8.1,381207.0,201.0,4,27,61,71,16,58,1670,2610,3780,611,829,762,1592,1728
1991,7,9.3,146.0,104.0,6,5,62,71,16,110,3708,1809,3990,611,666,606,4765,3786
2005,1,6.9,128128.0,96.82821118991332,7,24,62,65,16,105,2544,1820,3616,611,81,762,4411,2941
1986,1,6.0,1295.0,86.0,0,5,27,71,7,110,556,3871,3391,611,2094,762,3828,565
1998,1,6.5,2398.0,109.0,7,14,57,18,20,110,1521,5557,2422,611,2010,762,4204,2316
2004,7,5.7,8.0,80.0,2,0,37,71,33,110,2638,5272,2740,611,2512,762,676,3749
2004,4,7.6,25101.0,100.0,7,19,10,67,16,110,2103,3229,3923,611,2512,762,3285,2457
1971,1,6.6,1073.0,92.0,4,27,62,71,16,110,3844,5771,2606,611,2512,762,3892,3786
1970,1,8.2,16704.0,110.0,6,12,62,71,16,110,3854,2540,2690,611,2512,762,4765,3786
2000,1,7.1,6379.0,96.82821118991332,5,7,1,57,54,110,2761,1473,2424,611,1872,762,2984,2870
1999,1,7.4,151.0,98.0,6,14,62,71,16,110,2593,5771,1954,611,2512,762,4765,3786
1999,7,7.3,25.0,95.0,14,27,62,71,16,110,520,5771,2705,611,2512,762,4765,3786
1957,1,8.1,49644.0,96.82821118991332,7,12,37,71,33,110,4654,2202,43,611,1640,762,1743,3226
1967,1,7.5,10292.0,108.0,4,7,16,29,10,110,2004,2739,2729,611,1367,762,3323,1542
1982,1,6.7,555.0,90.0,7,27,36,71,16,110,927,2095,954,611,2554,762,1088,831
2004,3,5.5,1165.0,177.0,7,16,62,71,16,110,1114,4905,3362,611,1899,762,916,3786
1980,1,8.7,1204367.0,110.0,0,1,62,66,16,110,2991,2010,1531,611,1288,762,2797,2111
1937,1,7.5,1764.0,96.82821118991332,4,27,23,71,20,110,1505,3881,2421,611,1651,762,1871,2257
1969,1,7.0,2759.0,90.0,7,27,66,71,22,110,1723,3274,3117,611,1934,762,3786,3786
2005,7,6.7,263.0,109.0,2,8,62,71,16,110,3664,3928,3820,611,1441,762,2162,2961
1986,1,7.0,30753.0,41.0,3,7,61,71,16,110,1556,892,98,611,488,762,117,11
2005,7,7.0,49.0,120.0,6,3,62,71,16,110,110,754,3923,611,2512,762,4765,3786
2003,7,8.4,130.0,34.0,14,27,62,71,16,110,4372,5570,3923,611,2348,762,4765,3786
1995,1,6.9,741.0,60.0,2,0,37,71,33,110,2482,644,3550,561,2619,762,4736,1361
2004,7,8.3,55.0,39.0,6,14,62,71,16,110,1599,1582,2342,332,2512,762,4765,3786
2005,1,6.2,6714.0,101.0,4,5,30,71,26,29,23,4471,3516,611,2242,402,30,1485
1945,1,8.4,19133.0,103.0,7,19,23,71,20,110,314,2398,2421,611,1653,762,1923,3786
1987,1,6.0,161.0,96.0,1,4,27,71,7,110,447,5675,4050,611,1075,762,4765,3786
1962,4,7.2,2525.0,60.0,4,27,62,71,16,110,2855,1768,3923,611,2512,762,450,323
2001,1,5.2,5661.0,55.0,0,1,62,38,16,110,1988,4434,3655,611,2497,762,1526,3154
1994,3,6.1,587.0,95.0,7,19,62,71,16,110,3952,5101,2661,611,1483,762,899,1535
1966,1,7.1,6663.0,84.0,0,7,61,71,16,110,1608,2301,1883,611,1161,762,1900,254
1994,7,8.6,112.0,86.0,6,4,62,71,16,110,949,3355,2909,149,2512,762,4765,3786
2000,7,7.3,292.0,97.12636815920398,2,4,62,71,16,110,4354,4482,3841,611,1827,457,234,2439
1986,3,6.5,395.0,116.0,3,7,62,71,16,110,4084,1000,3019,611,599,762,1419,1717
1999,3,7.5,4479.0,96.35934959349593,3,7,62,71,16,110,1900,1993,2704,611,1584,762,4640,2498
1995,1,7.9,43.0,201.0,20,4,62,71,16,110,1609,937,326,611,1747,279,3626,3786
2001,1,7.8,8163.0,87.0,7,19,32,71,36,74,1805,5750,2393,611,24,762,2939,3786
2001,3,7.8,15814.0,44.0,3,7,62,71,16,110,392,5328,349,611,1580,762,1669,3786
2003,3,3.6,197.0,111.0,4,8,10,19,16,110,2409,4810,1285,611,403,762,2657,1170
1999,1,7.6,18776.0,173.0,6,14,24,67,16,95,3463,2537,4037,611,2512,762,4929,2584
1997,1,7.2,3401.0,92.0,3,7,24,3,22,29,407,2047,2008,611,933,690,2507,1906
2003,1,6.9,491.0,150.0,6,0,62,71,16,110,4216,1741,3064,611,646,762,4765,3786
2004,7,4.9,394.0,120.0,13,27,62,71,16,110,1398,2809,412,611,1305,762,493,3786
1995,1,7.5,10833.0,30.0,5,7,23,19,20,110,1873,4891,674,611,1648,762,4144,550
1987,1,6.5,32285.0,106.0,4,19,62,71,16,110,3184,2054,1453,611,544,762,2158,1452
2001,7,6.4,169.0,93.0,2,7,37,71,33,29,571,1531,3786,611,978,762,4307,3786
2002,1,6.6,5733.0,49.0,6,14,62,71,16,110,405,3598,1325,611,1975,762,1582,3786
2003,0,7.1,104.0,105.0,6,3,63,71,16,110,1585,5649,3923,611,2512,762,4765,3786
1997,1,6.5,1986.0,105.0,4,7,62,71,16,110,3560,5353,2525,296,1876,762,4872,3663
1993,4,3.8,1999.0,51.0,4,8,62,71,16,110,1150,1433,3923,611,2512,762,4180,270
2000,1,6.7,8.0,69.0,21,27,37,71,16,52,1375,3572,3923,611,2512,762,4765,3786
2002,1,7.6,382.0,94.0,6,3,62,9,16,110,1838,4658,2396,550,1534,762,2945,3786
2003,0,7.8,20.0,78.0,6,27,63,71,62,110,2384,5771,3463,611,2512,762,74,3786
1977,0,8.7,509.0,92.0,1,7,61,71,16,110,4592,3367,866,611,2512,762,3982,3388
2005,7,6.5,51.0,85.0,4,27,62,71,16,110,3320,4707,734,611,2512,762,4045,3193
1995,1,4.5,873.0,82.0,0,5,10,71,16,110,4204,4636,2940,611,1932,762,3951,3786
1981,1,6.2,13640.0,94.0,13,27,35,71,32,110,712,4206,2357,611,2557,762,1253,660
1971,4,8.4,2895.0,129.0,7,27,61,71,16,110,1661,1235,3923,611,2512,762,145,1628
2005,7,6.9,21.0,84.0,8,27,62,71,16,110,929,1196,3923,611,2512,762,4765,3786
2001,0,7.9,124.0,50.0,7,27,63,71,62,110,3124,5330,3709,318,1661,762,3171,3470
2000,1,6.5,7186.0,96.82821118991332,7,19,30,71,26,110,75,5015,944,611,2201,620,1074,2546
2004,1,7.7,2910.0,102.0,6,27,62,30,16,110,2527,5748,3995,611,1821,762,3052,3786
2000,1,6.4,661.0,96.82821118991332,5,24,27,71,7,29,1318,2730,162,611,1446,762,2955,3786
1995,2,5.7,155.0,45.0,2,21,37,71,33,110,3052,3751,3923,611,2512,762,2839,2142
2003,4,8.5,1317.0,165.0,5,7,62,71,16,110,4638,4176,3923,611,2512,762,2276,1731
1999,7,4.4,328.0,96.0,1,20,62,71,16,110,2405,536,1181,611,2564,762,2889,3786
1980,1,6.3,500.0,103.0,0,4,30,71,26,110,1170,175,3947,611,1481,543,4794,3600
1992,3,6.3,101.0,117.0,7,27,61,71,62,110,1003,3401,2998,611,1462,558,3609,3786
2005,1,4.5,69030.0,90.0,0,1,62,71,16,110,4817,4879,2284,611,1584,762,3850,3257
1938,1,7.9,24547.0,32.0,4,7,62,71,16,82,2054,3302,1166,611,615,762,4010,1159
2001,0,7.4,35.0,108.0,2,21,63,71,62,110,4658,5052,3923,611,2512,762,2966,3786
2002,1,6.0,3671.0,96.82821118991332,0,4,4,66,16,110,1705,4438,3492,611,579,762,4245,3786
2001,7,8.2,306.0,72.0,14,27,62,71,16,110,767,4615,2000,611,2512,762,4765,3786
1990,4,6.8,751.0,169.0,2,5,37,67,16,52,4653,18,3923,611,2512,762,4331,3549
2001,7,4.6,5307.0,105.0,13,24,62,71,16,110,146,679,1676,611,2560,762,1119,2360
2003,7,6.1,65.0,60.0,2,1,4,71,16,110,1682,314,3565,433,2512,762,3374,1590
1991,3,8.4,312.0,92.0,6,12,62,71,62,110,1721,695,3923,611,744,762,4479,3786
1996,7,6.1,61.0,30.0,2,0,37,9,33,29,1023,2936,3915,611,946,762,5010,3786
1997,1,6.4,697.0,120.0,7,19,61,71,16,110,1361,4794,3054,611,839,762,4629,745
1989,1,6.4,1472.0,96.82821118991332,3,7,35,69,16,51,3254,2056,2324,611,2520,762,2851,2151
1991,1,6.8,2595.0,99.0,7,12,61,30,16,51,4383,3037,939,611,2277,762,738,812
2003,1,6.8,980.0,65.0,4,7,27,71,7,110,1386,819,1483,611,154,525,3564,987
1957,1,8.4,1758.0,245.0,4,5,30,71,26,29,4205,4884,3520,611,2524,762,1452,3786
1981,1,7.5,4072.0,92.0,4,7,23,71,20,29,3677,3535,4118,611,2512,762,5023,3786
2003,3,7.3,94.0,96.35934959349593,6,12,62,71,16,110,1432,4513,495,427,717,762,570,1425
2005,7,9.4,47.0,88.0,20,27,63,71,62,110,150,4013,3444,611,2512,762,4765,3786
2005,7,3.7,510.0,107.0,0,1,10,33,16,110,1456,4242,3809,611,1050,762,223,3786
2003,4,6.2,408.0,139.0,2,0,37,71,16,52,2457,3440,3923,611,2512,762,4574,1962
2000,3,6.3,612.0,95.0,5,7,10,19,16,110,4700,2588,1105,611,430,174,1464,985
2002,1,6.6,286.0,93.0,6,22,62,71,16,110,4641,562,444,611,2512,762,533,3786
2000,7,6.9,98.0,161.0,14,27,62,71,16,110,820,4083,666,611,2512,762,4765,3786
1987,1,7.1,37805.0,95.0,0,5,62,71,16,82,2610,1799,3351,611,1650,762,2631,2962
1998,1,6.6,73.0,91.0,6,27,62,71,16,110,3349,135,1864,611,2512,762,2275,3786
2002,1,4.4,785.0,96.82821118991332,0,13,11,71,54,110,2407,551,1989,611,2139,200,599,1821
1972,1,9.2,1702809.0,30.0,5,7,62,71,16,51,3016,72,1160,611,1849,762,3016,1054
1978,1,7.5,2717.0,71.0,7,19,30,71,26,110,170,5567,3099,611,112,357,4796,1911
2003,1,5.1,3631.0,90.0,13,20,24,71,22,29,312,380,3601,611,1596,762,4393,3786
1990,1,7.6,10360.0,96.82821118991332,0,5,27,71,7,29,4635,2249,1947,611,2251,762,2004,2667
2002,1,6.4,3320.0,25.0,0,15,30,71,26,110,526,68,7,399,980,1,4317,3231
2000,1,7.6,30.0,124.0,14,27,62,71,16,110,4516,1532,3923,611,2512,762,4765,3786
1996,1,7.0,388.0,95.0,7,8,37,71,33,110,3256,2985,4096,611,2512,762,5008,3407
1974,1,6.8,7811.0,52.0,13,27,55,29,16,51,942,4484,1986,611,871,762,2452,3134
2005,3,3.6,871.0,92.0,13,27,62,71,16,110,696,3110,2186,611,1411,743,2671,3786
1978,1,6.6,435.0,88.0,0,5,30,71,26,110,3737,175,3132,611,2009,762,2931,1262
1983,1,7.4,16056.0,130.0,0,4,27,71,7,29,1909,4876,1579,518,2287,490,1907,1460
2004,0,8.2,1182.0,116.0,2,1,62,71,16,110,4472,1157,480,326,914,762,555,3336
1981,1,3.1,3233.0,86.0,0,13,23,57,20,110,1807,4400,1672,313,499,762,2488,1641
2001,1,4.6,233.0,96.82821118991332,0,7,27,71,7,29,2429,5036,669,611,2512,762,4288,3786
2004,2,7.3,234.0,140.0,21,27,62,71,16,110,2223,5358,3923,611,2512,762,4765,3786
2001,7,8.7,254.0,94.0,14,27,62,71,16,110,1172,2609,811,611,2512,762,4765,3786
2004,0,7.5,28.0,96.08333333333333,6,27,63,71,62,110,2297,5771,2842,498,2041,762,3485,2934
2001,1,9.0,665.0,69.0,14,27,62,71,16,110,621,4786,598,611,2512,762,4765,3786
1997,4,6.7,2220.0,30.0,0,1,62,71,16,110,989,285,3923,611,2512,762,736,1540
2005,7,8.1,121.0,117.0,6,21,62,43,16,110,888,1584,3923,611,2512,762,4765,3786
2005,7,5.8,1257.0,51.0,2,1,62,66,16,110,837,633,874,568,1803,762,1721,333
1989,1,6.4,13223.0,58.0,0,7,62,71,16,110,1384,4389,3314,611,1912,762,3737,2696
1995,3,7.6,3267.0,91.0,7,24,62,71,16,110,1992,3779,2704,611,1960,762,8,2526
1995,1,7.1,240.0,83.0,6,3,62,71,16,110,2890,2959,2698,611,226,75,1458,2455
1996,4,8.4,1280.0,91.0,6,27,62,71,16,110,3956,1420,3923,611,2512,762,4029,1735
2001,1,6.5,1349.0,57.0,5,7,62,71,16,110,152,251,708,611,1795,274,833,3786
2002,7,4.1,462.0,76.0,0,27,62,71,16,110,4167,344,3776,611,2228,762,3571,3442
2004,1,4.9,5188.0,11.0,13,16,35,71,32,110,4317,3264,793,611,435,762,906,1058
1994,3,4.8,607.0,32.0,4,7,62,71,16,110,2001,160,3917,611,1004,762,1046,1183
1986,4,8.6,44602.0,111.0,4,27,61,71,16,110,4019,5359,3923,611,2512,762,3868,257
2000,3,6.1,735.0,99.0,7,19,62,71,16,110,3045,4349,407,611,1597,762,718,1618
1971,1,6.6,10082.0,105.0,13,16,35,71,32,110,874,3381,2447,611,2308,762,3014,1197
2004,1,8.1,20.0,93.0,14,27,62,71,16,110,3549,1846,3923,611,2512,762,4765,3786
2001,7,3.6,998.0,86.0,0,1,62,38,16,110,1997,3771,825,611,1266,762,3151,2359
1966,1,7.3,2289.0,68.0,7,27,66,18,22,110,3065,3526,3967,611,930,762,4003,1329
2000,1,7.5,14351.0,120.0,7,16,24,71,22,110,1500,468,3864,611,2048,333,4705,3786
1992,3,7.1,1381.0,87.0,3,7,62,71,16,110,1992,2564,1176,611,2431,762,3453,699
2002,1,8.5,83.0,107.0,6,14,62,71,16,110,4670,2703,3923,611,2498,338,4765,3786
2002,1,7.2,915.0,115.0,7,27,27,71,7,110,1916,261,199,611,2472,762,1862,3786
2000,3,8.2,260.0,93.0,14,27,62,71,16,110,681,1827,978,162,2512,762,4765,3786
2000,7,3.7,3079.0,24.0,4,9,62,71,16,110,833,1493,2617,611,383,762,3206,3786
2001,1,3.6,508.0,142.0,5,7,62,71,16,110,3194,3479,1030,611,1010,762,1499,1763
1996,3,6.5,100.0,100.0,5,24,61,71,16,110,3427,4408,647,611,2331,762,994,3786
1960,1,7.8,10388.0,45.0,7,25,35,18,32,37,4295,2404,3963,611,174,762,99,438
1980,1,6.7,887.0,108.0,6,13,62,71,16,110,4417,4110,3405,611,2101,762,4118,3786
2001,1,8.1,109297.0,165.0,7,15,30,67,26,29,12,1925,252,611,1,762,313,208
1999,1,8.2,3225.0,94.0,6,27,35,67,16,51,3030,5771,2514,611,2512,762,4528,2820
1998,7,7.3,1254.0,44.0,6,4,62,71,16,110,3270,101,318,107,2512,762,3310,3786
2000,4,7.4,392.0,60.0,2,0,37,71,62,110,1164,3690,3923,611,2512,762,5012,1372
2000,1,5.8,313.0,34.0,7,27,10,71,16,110,2700,1281,681,611,5,319,788,3786
1999,1,6.0,3616.0,88.0,3,7,61,9,16,72,3685,5176,3166,611,839,762,4913,3786
2005,1,7.7,1383.0,93.0,21,27,62,71,16,95,1038,4280,2172,611,1178,762,732,898
2001,3,4.6,1877.0,96.0,13,16,62,71,16,110,2409,2336,620,611,2086,762,716,2671
2001,7,5.5,4096.0,103.0,1,4,62,71,16,110,3044,365,709,611,282,762,2555,3786
2003,1,5.6,61726.0,96.82821118991332,13,27,62,71,16,110,3768,2712,3941,611,220,762,4789,3598
1992,0,7.8,479.0,33.0,4,20,62,71,16,110,4655,2577,1777,611,2512,762,2223,2419
2004,3,7.2,22.0,130.0,6,27,62,71,16,110,1084,5771,1071,611,1641,762,4765,3786
1998,0,7.8,16.0,90.0,1,4,63,71,62,110,1619,1557,3600,611,2512,762,1471,3786
2003,1,6.2,20377.0,97.0,7,19,61,67,16,110,4561,5383,2694,611,2320,133,1405,3786
2001,0,6.9,126.0,108.0,6,3,62,71,16,110,1349,740,457,611,2512,762,4765,3786
2001,1,5.3,37.0,133.0,6,27,62,71,16,110,2151,5208,2557,293,2095,762,2330,3786
