year,kind,rating,vote,runtime,genre1,genre2,country1,country2,language1,language2,cast1,cast2,director1,director2,composer1,composer2,writer1,writer2
2002,episode,7.4,10.0,96.08333333333333,Crime, Thriller,Argentina,None,Spanish,None,Unknown,None,Unknown,None,Unknown,None,Sebastián Ortega, Marcelo Tinelli
1997,movie,7.5,347184.0,96.82821118991332,Drama, Mystery,Germany, United States,English, German,Keanu Reeves, Al Pacino,Taylor Hackford,None,James Newton Howard,None,Andrew Neiderman, Jonathan Lemkin
2000,episode,7.6,259.0,96.08333333333333,Documentary, Music,United Kingdom,None,English,None,Walter Becker, Larry Carlton,Alan Lewens,None,Unknown,None,Unknown,None
1997,movie,5.4,8650.0,96.82821118991332,Comedy, Romance,United States,None,English,None,Jamie Foxx, Tommy Davidson,Jeff Pollack,None,Robert Folk,None,Takashi Bufford, J. Stanford Parker
1989,movie,6.8,39523.0,96.82821118991332,Animation, Comedy,Ireland, United Kingdom,English,None,Dom DeLuise, Burt Reynolds,Don Bluth, Gary Goldman,Ralph Burns,None,Don Bluth, Ken Cromar
1992,movie,6.6,63276.0,96.82821118991332,Comedy, Drama,United States,None,English,None,Emilio Estevez, Joss Ackland,Stephen Herek,None,David Newman,None,Steven Brill,None
1999,movie,6.2,19417.0,96.82821118991332,Comedy,None,United States, Canada,English,None,Kirsten Dunst, Michelle Williams,Andrew Fleming,None,John Debney,None,Andrew Fleming, Sheryl Longin
2002,movie,5.9,34643.0,96.82821118991332,Comedy,None,United States,None,English,None,DJ Qualls, Eliza Dushku,Ed Decter,None,Ralph Sall,None,David Kendall,None
2001,movie,6.7,1215.0,96.82821118991332,Comedy, Drama,Iran, Italy,Persian,None,Nassim Abdi, Cyrus Abidi,Babak Payami,None,Michael Galasso,None,Mohsen Makhmalbaf, Babak Payami
1990,tv movie,7.9,66.0,96.35934959349593,Drama, Documentary,United States,None,English,None,Kenneth Branagh, Richard Clifford,Mark Olshaker,None,Unknown,None,Mark Olshaker, William Shakespeare
1973,movie,6.9,4887.0,96.82821118991332,Drama,None,United States,None,English, Spanish,Jack Lemmon, Jack Gilford,John G. Avildsen,None,Marvin Hamlisch,None,Steve Shagan,None
2002,movie,6.9,45.0,96.82821118991332,Documentary, History,United States,None,English,None,Tom Brokaw,None,Kristi Denton Cohen,None,Jeff Watson,None,Kristi Denton Cohen, Alison Owings
1995,movie,4.6,36.0,96.82821118991332,Drama,None,Japan,None,Japanese,None,Renji Ishibashi, Toshio Kakei,Shoji Tanaka,None,Unknown,None,Kenichi Yamakawa,None
1965,movie,8.0,72745.0,96.82821118991332,Drama, Romance,Italy, United Kingdom,English, Russian,Omar Sharif, Julie Christie,David Lean,None,Maurice Jarre,None,Boris Pasternak, Robert Bolt
1996,movie,6.0,17077.0,96.82821118991332,Comedy, Drama,United States,None,English,None,John Mahoney, Edward Burns,Edward Burns,None,Unknown,None,Edward Burns,None
2003,movie,5.8,110192.0,96.82821118991332,Horror, Mystery,United States, France,English,None,Halle Berry, Robert Downey Jr.,Mathieu Kassovitz,None,John Ottman,None,Sebastian Gutierrez,None
2003,movie,5.8,953.0,96.82821118991332,Drama, Fantasy,India,None,Hindi,None,John Abraham, Tara Sharma,Anurag Basu,None,M.M. Keeravani, Anu Malik,Amol Shetge,None
2003,tv movie,9.1,105.0,96.35934959349593,Unknown,None,United States,None,English,None,Warren Zevon, Brigette Barr,Nick Read,None,Unknown,None,Greg Heller,None
2000,movie,6.2,38506.0,96.82821118991332,Comedy,None,United States,None,English, Spanish,Ice Cube, Mike Epps,Steve Carr,None,Terence Blanchard,None,Ice Cube, DJ Pooh
2000,movie,6.0,4561.0,96.82821118991332,Romance, Comedy,United Kingdom, France,English,None,Alessandro Nivola, Alicia Silverstone,Kenneth Branagh,None,Patrick Doyle,None,William Shakespeare, Kenneth Branagh
2005,tv series,8.8,200421.0,103.0160642570281,Comedy,None,United States,None,English,None,Charlie Day, Glenn Howerton,Unknown,None,Unknown,None,Glenn Howerton, Glenn Howerton
1957,movie,6.7,2708.0,96.82821118991332,Comedy, Musical,United States,None,English,None,Gene Kelly, Mitzi Gaynor,George Cukor,None,Saul Chaplin,None,John Patrick, Vera Caspary
1998,movie,8.6,1291015.0,96.82821118991332,Drama, War,United States,None,English, French,Tom Hanks, Tom Sizemore,Steven Spielberg,None,John Williams,None,Robert Rodat,None
1995,tv series,7.5,2192.0,103.0160642570281,Animation, Action,Unknown,None,English,None,Tesshô Genda, Skip Stellrecht,Unknown,None,Unknown,None,Mary Claypool, Mary Claypool
1987,movie,7.1,11.0,96.82821118991332,Fantasy,None,United States,None,English,None,Cirque du Soleil,None,Cirque du Soleil,None,Unknown,None,Unknown,None
2004,video movie,7.7,90.0,97.12636815920398,Music,None,United States,None,English,None,Aerosmith, Richard Conner,Mark Haefeli,None,Tom Hamilton,None,Unknown,None
1980,movie,5.5,8666.0,96.82821118991332,Action, Adventure,United States,None,English,None,Richard Thomas, Robert Vaughn,Jimmy T. Murakami, Roger Corman,James Horner,None,John Sayles, John Sayles
2002,episode,8.0,46.0,96.08333333333333,Drama,None,United States, Japan,English,None,Eli Wallach, Arthur Miller,Gail Levin,None,Unknown,None,Unknown,None
2001,video movie,5.3,17190.0,97.12636815920398,Action, Comedy,United States,None,English,None,Michael Gross, Shawn Christian,Brent Maddock,None,Kevin Kiner,None,S.S. Wilson, Brent Maddock
2004,movie,6.9,315103.0,96.82821118991332,Action, Adventure,United States,None,English, Spanish,Nicolas Cage, Diane Kruger,Jon Turteltaub,None,Trevor Rabin,None,Jim Kouf, Cormac Wibberley
1959,movie,8.5,13502.0,96.82821118991332,Drama,None,India,None,Bangla,None,Soumitra Chatterjee, Sharmila Tagore,Satyajit Ray,None,Ravi Shankar,None,Bibhutibhushan Bandyopadhyay, Satyajit Ray
2005,movie,6.9,378534.0,96.82821118991332,Adventure, Family,United Kingdom, United States,English, German,Georgie Henley, Skandar Keynes,Andrew Adamson,None,Harry Gregson-Williams,None,Ann Peacock, Andrew Adamson
1993,video movie,8.4,158.0,97.12636815920398,Documentary, Music,United States,None,English,None,Prince, Lisa Coleman,Paul Becher, Rebecca Blake,Unknown,None,Unknown,None
2004,movie,7.4,34628.0,96.82821118991332,Crime, Drama,Colombia, Ecuador,Spanish, English,Catalina Sandino Moreno, Virgina Ariza,Joshua Marston,None,Leonardo Heiblum, Jacobo Lieberman,Joshua Marston,None
2001,movie,7.3,15124.0,96.82821118991332,Crime, Drama,France,None,French,None,Vincent Cassel, Emmanuelle Devos,Jacques Audiard,None,Alexandre Desplat,None,Jacques Audiard, Tonino Benacquista
1993,movie,6.7,52568.0,96.82821118991332,Crime, Drama,United States,None,English,None,Brad Pitt, Kathy Larson,Dominic Sena,None,Carter Burwell,None,Stephen Levy, Tim Metcalfe
1998,movie,6.8,52557.0,96.82821118991332,Drama, Romance,United States,None,English, French,Ethan Hawke, Gwyneth Paltrow,Alfonso Cuarón,None,Patrick Doyle,None,Charles Dickens, Mitch Glazer
2005,movie,6.2,94414.0,96.82821118991332,Horror, Sci-Fi,United States, Canada,English, Spanish,Simon Baker, John Leguizamo,George A. Romero,None,Reinhold Heil, Johnny Klimek,George A. Romero,None
2004,movie,5.9,552.0,96.82821118991332,Comedy, Drama,United States,None,English,None,Peter Riegert, Frank Wood,Peter Riegert,None,Al Kooper,None,Peter Riegert, Gerald Shapiro
1939,movie,8.0,27892.0,96.82821118991332,Comedy, Drama,France,None,French, German,Nora Gregor, Paulette Dubost,Jean Renoir,None,Joseph Kosma,None,Jean Renoir, Carl Koch
1993,movie,4.4,3631.0,96.82821118991332,Horror, Romance,United States, United Kingdom,English,None,Drew Barrymore, George Newbern,Avi Nesher,None,Jan A.P. Kaczmarek,None,Avi Nesher,None
1933,movie,7.1,4104.0,96.82821118991332,Biography, Comedy,United Kingdom,None,German, English,Charles Laughton, Robert Donat,Alexander Korda,None,Kurt Schröder,None,Lajos Biró, Arthur Wimperis
1983,movie,7.9,136836.0,96.82821118991332,Comedy, Family,United States, Canada,English,None,Melinda Dillon, Darren McGavin,Bob Clark,None,Paul Zaza, Carl Zittrer,Jean Shepherd, Jean Shepherd
1991,movie,7.3,183008.0,96.82821118991332,Crime, Thriller,United States,None,English,None,Robert De Niro, Nick Nolte,Martin Scorsese,None,Unknown,None,John D. MacDonald, James R. Webb
2002,movie,7.7,42441.0,96.82821118991332,Drama,None,Ireland, United Kingdom,English, Spanish,Paddy Considine, Samantha Morton,Jim Sheridan,None,Gavin Friday, Maurice Seezer,Jim Sheridan, Naomi Sheridan
2003,movie,7.4,15795.0,96.82821118991332,Drama, Romance,India,None,Hindi, Awadhi,Amitabh Bachchan, Hema Malini,Ravi Chopra,None,Aadesh Shrivastava, Uttam Singh,Shafiq Ansari, Satish Bhatnagar
1995,movie,7.1,80756.0,96.82821118991332,Adventure, Comedy,United States, Canada,English,None,Chris Farley, David Spade,Peter Segal,None,David Newman,None,Bonnie Turner, Terry Turner
2005,tv movie,6.1,150.0,96.35934959349593,Documentary, History,United States,None,English,None,Stephen Wozniak, Claudia Coloma,Will Ehbrecht,None,Gerry Moffett,None,Rob Blumenstein, Thomas Quinn
2003,movie,6.8,69345.0,96.82821118991332,Adventure, Family,United Kingdom, Australia,English, North American Indian,Jason Isaacs, Jeremy Sumpter,P.J. Hogan,None,James Newton Howard,None,J.M. Barrie, P.J. Hogan
1988,movie,7.2,12056.0,96.82821118991332,Biography, Drama,United States,None,English,None,Forest Whitaker, Diane Venora,Clint Eastwood,None,Lennie Niehaus,None,Joel Oliansky,None
2002,episode,7.7,222.0,96.08333333333333,Crime, Drama,United Kingdom,None,English,None,Hermione Norris, Robson Green,Nicholas Laughland,None,The Insects,None,Alan Whiting, Val McDermid
1991,movie,6.2,8481.0,96.82821118991332,Comedy, Drama,United States,None,English, Japanese,Danny DeVito, Gregory Peck,Norman Jewison,None,David Newman,None,Jerry Sterner, Alvin Sargent
2004,video movie,8.3,62.0,97.12636815920398,Documentary, Music,United States,None,English,None,Carter Beauford, Stefan Lessard,Jeff Richter, Fenton Williams,Unknown,None,Unknown,None
2003,tv mini series,7.5,61.0,94.57352941176471,Documentary,None,United States,None,English, Hindi,Elton John, Danny Glover,Unknown,None,Unknown,None,Mark Bailey,None
1988,movie,5.1,9015.0,96.82821118991332,Adventure, Comedy,United States,None,English, Italian,Paul Reubens, Penelope Ann Miller,Randal Kleiser,None,Danny Elfman,None,Paul Reubens, George McGrath
1998,movie,2.3,6128.0,96.82821118991332,Comedy,None,United States,None,English,None,Scott Carrot Top Thompson, Courtney Thorne-Smith,Alex Zamm,None,Chris Hajian,None,Alfredo Septién, Turi Meyer
2005,video movie,8.3,217.0,97.12636815920398,Documentary, Music,United States,None,English,None,Eminem, Bizarre,D.J. Viola,None,Unknown,None,Unknown,None
2003,movie,6.9,19887.0,96.82821118991332,Biography, Crime,Ireland, United Kingdom,English,None,Cate Blanchett, Gerard McSorley,Joel Schumacher,None,Harry Gregson-Williams,None,Carol Doyle, Carol Doyle
1994,movie,5.1,1462.0,96.82821118991332,Comedy, Crime,United States,None,English,None,Patricia Arquette, Joseph Gordon-Levitt,Leonard Nimoy,None,Bruce Broughton,None,David Weisberg, Douglas Cook
1994,movie,8.8,626.0,96.82821118991332,Documentary, Music,Canada,None,English,None,Peter Gabriel, Manu Katché,François Girard,None,Peter Gabriel,None,Peter Gabriel, Robert Lepage
1999,movie,7.8,12875.0,96.82821118991332,Drama, History,China,None,Mandarin,None,Ziyi Zhang, Honglei Sun,Yimou Zhang,None,Bao San,None,Shi Bao, Shi Bao
2000,movie,7.9,80.0,96.82821118991332,Documentary, Music,United States,None,English, Spanish,Marc Anthony,None,Marty Callner,None,Unknown,None,Unknown,None
1998,movie,7.3,135601.0,96.82821118991332,Action, Crime,Germany, United States,English,None,Samuel L. Jackson, Kevin Spacey,F. Gary Gray,None,Graeme Revell,None,James DeMonaco, Kevin Fox
1997,episode,7.3,207.0,96.08333333333333,Documentary, Music,United States, United Kingdom,English,None,Linda Ronstadt, Philip Glass,Jeremy Marre,None,Unknown,None,Unknown,None
1993,movie,4.4,28629.0,96.82821118991332,Comedy, Family,United States,None,English,None,John Travolta, Kirstie Alley,Tom Ropelewski,None,William Ross,None,Tom Ropelewski, Leslie Dixon
2001,tv movie,6.2,392.0,96.35934959349593,Drama,None,United States,None,English,None,Mare Winningham, Felicity Huffman,Alan Metzger,None,James McVay,None,Randy Sue Coburn, Ara Watson
1985,movie,6.8,24865.0,96.82821118991332,Crime, Horror,Italy, Switzerland,English, Italian,Jennifer Connelly, Daria Nicolodi,Dario Argento,None,Simon Boswell, Goblin,Dario Argento, Franco Ferrini
1998,movie,6.4,1891.0,96.82821118991332,Drama, Romance,France,None,French,None,Pascal Greggory, Valeria Bruni Tedeschi,Patrice Chéreau,None,Unknown,None,Danièle Thompson, Patrice Chéreau
1972,movie,6.0,1666.0,96.82821118991332,Crime, Drama,United Kingdom,None,English,None,Hayley Mills, Hywel Bennett,Sidney Gilliat,None,Bernard Herrmann,None,Agatha Christie, Sidney Gilliat
1999,video movie,4.4,13.0,97.12636815920398,Short, Family,United States,None,English,None,Kevin Clash, Martin P. Robinson,Ken Diego,None,Unknown,None,Nancy Sans,None
2003,movie,6.7,6409.0,96.82821118991332,Drama, Romance,Australia,None,English, Japanese,Toni Collette, Gotaro Tsunashima,Sue Brooks,None,Elizabeth Drake,None,Alison Tilson,None
2000,movie,5.2,176.0,96.82821118991332,Family,None,United States,None,English,None,Nick Whitaker, Rick Macy,Eric Hendershot,None,Ramón Balcázar,None,Eric Hendershot,None
1994,movie,4.1,557.0,96.82821118991332,Comedy,None,United States,None,English,None,Sandy Colosimo, James Lorinz,Frank Rainone,None,Doug Katsaros,None,James Lorinz, Frank Rainone
1973,movie,6.7,3132.0,96.82821118991332,Action, Crime,Japan,None,Japanese, English,Reiko Ike, Akemi Negishi,Norifumi Suzuki,None,Ichirô Araki,None,Tarô Bonten, Masahiro Kakefuda
2003,movie,7.9,66230.0,96.82821118991332,Comedy, Drama,India,None,Hindi, English,Shah Rukh Khan, Preity Zinta,Nikkhil Advani,None,Shankar Mahadevan, Loy Mendonsa,Niranjan Iyengar, Karan Johar
2003,movie,6.1,1243.0,96.82821118991332,Drama, History,China, France,Mandarin, Japanese,Ziyi Zhang, Ye Liu,Ye Lou,None,Jörg Lemberg,None,Ye Lou,None
1996,movie,6.8,886.0,96.82821118991332,Action, Crime,Hong Kong,None,Cantonese, English,Ching Wan Lau, Jordan Chan,Benny Chan,None,Clarence Hui, Peter Kam,Benny Chan, Susan Chan
2001,movie,5.2,690.0,96.82821118991332,Action, Drama,Canada,None,English,None,Casper Van Dien, Jaimz Woolvett,Sidney J. Furie,None,Amin Bhatia,None,Sidney J. Furie, Greg Mellott
1997,movie,6.9,695.0,96.82821118991332,Animation, Comedy,Japan,None,Japanese,None,Masami Kikuchi, Ai Orikasa,Satoshi Kimura,None,Kow Otani,None,Marc Handler, Naoko Hasegawa
1993,movie,4.7,11854.0,96.82821118991332,Drama, Mystery,United States,None,English,None,Julian Sands, Sherilyn Fenn,Jennifer Lynch,None,Graeme Revell,None,Philippe Caland, Jennifer Lynch
1989,movie,6.2,16096.0,96.82821118991332,Action, Fantasy,United States,None,English,None,Julian Sands, Lori Singer,Steve Miner,None,Jerry Goldsmith,None,David Twohy,None
1975,movie,8.1,43264.0,96.82821118991332,Biography, Drama,Soviet Union,None,Russian, Spanish,Margarita Terekhova, Oleg Yankovskiy,Andrei Tarkovsky,None,Eduard Artemyev,None,Aleksandr Misharin, Arseniy Tarkovskiy
1997,movie,7.6,8698.0,96.82821118991332,Drama,None,Belgium, France,French,None,Michèle Laroque, Jean-Philippe Écoffey,Alain Berliner,None,Dominique Dalcan, Zazie,Chris Vander Stappen, Chris Vander Stappen
2003,movie,8.0,44.0,96.82821118991332,Documentary,None,United States,None,English,None,Adam Brown,None,Robert Maass,None,Unknown,None,Unknown,None
1974,movie,7.6,15487.0,96.82821118991332,Biography, Drama,United States,None,English,None,Dustin Hoffman, Valerie Perrine,Bob Fosse,None,Ralph Burns,None,Julian Barry, Julian Barry
1973,movie,7.6,28603.0,96.82821118991332,Comedy, Crime,United States,None,English, Spanish,Elliott Gould, Nina van Pallandt,Robert Altman,None,John Williams,None,Leigh Brackett, Raymond Chandler
2003,movie,7.8,6654.0,96.82821118991332,Biography, Crime,United States, Canada,English,None,Troy Garity, Lee Pace,Frank Pierson,None,Jan A.P. Kaczmarek,None,Ron Nyswaner,None
1975,movie,7.2,520.0,96.82821118991332,Documentary,None,Canada, Japan,English, Japanese,Yûichirô Miura, Shintaro Ishihara,Bruce Nyznik,None,Larry Crosley, Nexus,Yûichirô Miura, Judith Crawley
1981,movie,5.0,2394.0,96.82821118991332,Horror, Thriller,United States,None,English,None,Barbi Benton, Charles Lucia,Boaz Davidson,None,Arlon Ober,None,Marc Behm, Boaz Davidson
1999,tv series,7.3,36.0,103.0160642570281,Documentary,None,United States,None,English,None,David Friend, Leonard Nimoy,Unknown,None,Unknown,None,Ronald Blumer,None
2000,video movie,8.2,228.0,97.12636815920398,Documentary, Music,United States,None,English,None,Whitney Houston, David Bonilla,S.A. Baron, Karen Bellone,Unknown,None,Brian Grant, Taylor Grant
1932,movie,8.2,12657.0,96.82821118991332,Crime, Drama,United States,None,English,None,Paul Muni, Glenda Farrell,Mervyn LeRoy,None,Bernhard Kaun,None,Robert E. Burns, Howard J. Green
1991,movie,7.3,16173.0,96.82821118991332,Drama, Romance,United States,None,English,None,Sam Waterston, Tess Harper,Robert Mulligan,None,James Newton Howard,None,Jenny Wingfield,None
1979,movie,6.7,34249.0,96.82821118991332,Horror, Sci-Fi,United States,None,English,None,A. Michael Baldwin, Bill Thornbury,Don Coscarelli,None,Fred Myrow, Malcolm Seagrave,Don Coscarelli,None
1979,movie,7.0,5027.0,96.82821118991332,Comedy, Drama,United States,None,English,None,Nick Nolte, Mac Davis,Ted Kotcheff,None,John Scott,None,Peter Gent, Frank Yablans
1990,movie,6.2,34651.0,96.82821118991332,Action, Crime,United States,None,English, French,Jean-Claude Van Damme, Harrison Page,Sheldon Lettich,None,John Scott,None,Stefani Warren, Jean-Claude Van Damme
1985,movie,6.5,2447.0,96.82821118991332,Drama, Romance,United Kingdom, United States,English,None,Treat Williams, Laura Dern,Joyce Chopra,None,Russ Kunkel, George Massenburg,Joyce Carol Oates, Tom Cole
1981,movie,5.5,2350.0,96.82821118991332,Horror, Thriller,Canada,None,English,None,John Cassavetes, John Ireland,John Hough,None,Stanley Myers,None,Ray Russell, George Franklin
1989,movie,6.2,5573.0,96.82821118991332,Comedy, Drama,United States,None,English,None,Kevin Bacon, Emily Longstreth,Christopher Guest,None,David Nichtern,None,Michael Varhol, Christopher Guest
1989,movie,6.1,2104.0,96.82821118991332,Comedy,None,United States,None,English,None,Holly Hunter, Mary Steenburgen,Thomas Schlamme,None,David Mansfield,None,Beth Henley, Beth Henley
2005,movie,4.0,6277.0,96.82821118991332,Action, Adventure,United States, Germany,English,None,Matthew Le Nevez, Rachael Taylor,Brett Leonard,None,Roger Mason,None,Steve Gerber, Hans Rodionoff
1980,movie,5.2,8979.0,96.82821118991332,Adventure, Horror,United Kingdom,None,English,None,Farrah Fawcett, Kirk Douglas,Stanley Donen, John Barry,Elmer Bernstein,None,Martin Amis, John Barry
