economy,YR2015,YR2016,YR2017,YR2018,YR2019
ABW,,,,,
AFE,,2.11881712367141,,,
AFG,0.124470105095823,0.130028498975016,0.154862270457168,0.211648480694207,
AFW,0.585326598914909,0.593545747908798,0.579804139498048,0.628302689393271,
AGO,,,,,
ALB,1.32176018439969,1.35663841307234,1.51337243259029,1.52098682031855,
AND,,,,,
ARB,,,,,
ARE,2.56254215167584,2.59998689718697,2.76226925398638,3.043840490246,
ARG,0.179440387753378,0.21074882010205,0.219978653319665,0.198629933646666,
ARM,1.72931322055749,1.73854898027416,2.20420689480679,3.05241985221851,
ASM,,,,,
ATG,3.20928223168549,3.34642360527482,3.89228812019143,3.30568577954081,
AUS,15.3578444226982,15.4686598176875,15.5656016987152,14.4721678804391,
AUT,0.626679963120635,0.606848943701419,0.625906577786458,0.649040665363275,
AZE,0.756028960786804,1.04159828126905,1.58673376923312,1.65802549455169,
BDI,,,,,
BEL,2.9306393917159,3.72169511411418,3.29798342624046,3.36752992628334,
BEN,0.629772120679753,0.638240504039346,0.583682210845272,0.535740085400914,
BFA,,,0.292270663709895,0.32851893451,
BGD,0.0736932432922057,0.0775877333132944,0.0717132402127807,0.0412915212416768,
BGR,9.86287637756511,10.9117889374115,10.8260566026666,10.1015528569729,
BHR,1.48680331594143,3.83961135508326,3.59409834767846,3.11021620192405,
BHS,,,,,
BIH,,1.18714141073237,1.04519872307904,1.09071865365154,
BLR,0.925295202568298,0.979319550430309,1.20439637617799,1.34311761063391,
BLZ,3.30391669067135,3.88287714831318,3.71443429165738,3.38643977921859,
BMU,,,,,
BOL,,,,0.512640812144037,
BRA,1.39383205955747,1.2252378949258,1.25000035373527,1.29423985504426,
BRB,,,,,
BRN,1.92244462487167,2.52087182361858,2.61339446536761,2.36353113491527,
BTN,0.0903882380250992,0.100674316572402,0.142317803561898,0.0913171034991937,
BWA,18.1041843262341,20.0904231346737,,,
CAF,0.0415446204213652,0.0662661154338848,0.0633820145869771,0.0863195297733484,
CAN,,,0.15894564213592,0.163967237530806,
CEB,3.70552621144083,4.12684541518496,4.56772214651902,4.5065650916795,
CHE,4.35530555403856,4.30598448882157,4.57505313465646,4.52903239255406,
CHI,,,,,
CHL,8.31999068675858,8.76803099931455,9.34489546773672,10.3139203347945,
CHN,,,,,
CIV,0.453727122456758,0.603700289808312,0.598489823329049,0.739419323520558,
CMR,,,,,
COD,0.0440572243513526,0.0392292487864563,0.0354766814365817,0.0492035716081441,
COG,,,,,
COL,1.8490761527579,2.05242197268369,1.96901340442358,2.01838796519549,
COM,,,,0.163109281127211,
CPV,3.73295964972977,5.45720902738314,3.19134603509639,3.98653853055748,
CRI,1.42733972922298,2.07342607106116,2.15917812796073,2.59962429294502,
CSS,,,,,
CUB,,,,,
CUW,,,,,
CYM,,,,,
CYP,13.8139662017476,16.6570838078985,16.6224479006518,17.5762320362705,
CZE,3.69531013997469,3.98155185271186,4.48729474887979,4.39276115360372,
DEU,1.29550739530008,1.31321109675261,1.33275705077594,1.35311436795921,
DJI,,,,,
DMA,3.39929586014326,12.3099935316947,6.82903245301263,7.73674222676371,
DNK,8.31090388284046,9.18059035739224,9.87293496566438,10.0096301617315,
DOM,1.25851267176509,1.39012407633137,1.40722498663818,1.47856479523312,
DZA,0.311346013486095,0.33615133676904,0.37210735935377,0.353296618881981,
EAP,,,,,
EAR,0.493622681525491,0.522913823054327,0.361766316435678,0.38762735192958,
EAS,,,,,
ECA,2.79257461880209,2.85376047289869,2.94681188161428,2.84888658569459,
ECS,3.79573429856054,4.01185868759511,4.05979630144765,4.17493217880446,
ECU,,,,,
EGY,,,,,
EMU,3.02756235137279,3.23547501833618,3.34380699521144,3.45806177362202,
ERI,,,,,
ESP,3.04532015895857,3.25840646226828,3.04690137388125,3.07225912842349,
EST,17.5366013003147,19.4329363176157,21.7379785246058,23.5931337476422,
ETH,,0.188319433012155,0.593760561563609,0.512657621513807,
EUU,3.27548758180728,3.53723587037757,3.71484913505788,3.77129944041622,
FCS,,0.385289233503134,,,
FIN,3.63635420999089,3.93322262040031,4.02442788200824,4.2874805276926,
FJI,,,,,
FRA,4.11461641257384,4.5212875543242,4.7566982232765,4.84103012995792,
FRO,,,,,
FSM,,,,0.345194206260442,
GAB,1.3203340855703,0.978498841207543,0.968715841998545,0.878428930651769,
GBR,14.5629725708749,15.7454914195072,14.9437734667049,15.6450529925722,
GEO,7.42012486967583,8.62636225700267,10.420607535158,10.3539737337805,
GHA,,,,,
GIB,,,,,
GIN,0.24434985054354,0.300877187712455,0.367880604710409,0.398040249587885,
GMB,,,,,
GNB,,,,,
GNQ,,,,,
GRC,0.678740505891928,0.824931427125615,1.11268884016122,1.42029509302766,
GRD,2.22759501236044,2.3496050232935,2.59684342245126,2.52450651268967,
GRL,,,,,
